dataset_id,tile_r,tile_c,tile_h,tile_w,channels
2024-12-07_01h07m57s,0,0,80,84,64
2023-07-12_16h18m33s,0,0,132,167,64
2023-07-12_16h23m01s,0,0,132,167,64
2023-06-05_20h00m03s,0,0,154,135,64
2022-01-19_02h46m41s,0,0,112,102,64
2023-03-14_09h01m24s,0,0,119,235,64
2022-10-27_22h03m36s,0,0,181,142,64
2022-12-07_01h01m06s,0,0,60,44,64
2024-02-29_03h38m10s,0,0,74,815,64
2023-02-21_19h54m21s,0,0,99,100,64
2024-02-15_22h32m22s,0,0,152,91,64
2022-04-22_13h57m25s,0,0,183,85,64
2023-03-27_09h31m56s,0,0,75,291,64
2023-10-24_00h11m53s,0,0,57,162,64
2022-09-24_00h16m25s,0,0,124,104,64
2023-03-29_09h11m19s,0,0,91,295,64
2023-08-21_21h12m25s,0,0,55,63,64
2024-05-26_11h11m17s,0,0,96,105,64
2023-06-13_22h31m15s,0,0,147,126,64
2022-12-07_00h58m07s,0,0,50,52,64
2022-11-18_18h01m53s,0,0,133,126,12
2024-08-27_15h06m14s,0,0,45,55,64
2023-06-26_22h44m14s,0,0,170,111,64
2023-10-24_00h06m45s,0,0,120,93,64
2023-07-20_12h23m45s,0,0,60,60,64
2022-01-06_23h29m58s,0,0,42,58,64
2023-06-27_22h50m56s,0,0,133,108,64
2022-10-25_23h20m53s,0,0,131,157,64
2023-02-08_23h52m56s,0,0,87,114,64
2024-08-27_15h08m05s,0,0,42,46,64
2023-07-20_12h22m29s,0,0,60,60,64
2023-08-15_21h26m44s,0,0,203,139,64
2023-08-03_08h16m30s,0,0,113,344,64
2022-12-07_00h58m45s,0,0,50,58,64
2022-01-19_03h09m11s,0,0,91,161,64
2023-03-30_03h06m04s,0,0,42,66,64
2022-12-07_00h51m41s,0,0,38,35,64
2024-04-25_00h52m45s,0,0,57,119,64
2023-08-01_01h36m21s,0,0,50,46,64
2024-04-25_00h54m03s,0,0,119,83,64
2021-11-11_19h49m38s,0,0,117,162,64
2022-05-23_14h49m10s,0,0,10,10,64
2024-03-27_21h11m49s,0,0,274,78,64
2024-03-27_21h11m09s,0,0,311,83,64
2022-10-27_17h42m29s,0,0,123,139,57
2022-01-18_00h25m47s,0,0,108,136,64
2023-06-07_16h49m56s,0,0,250,249,64
2023-02-10_01h15m44s,0,0,92,102,64
2024-04-25_01h20m03s,0,0,136,113,64
2024-06-06_19h22m09s,0,0,109,193,64
2021-11-18_23h17m34s,0,0,21,27,64
2024-08-09_23h34m58s,0,0,103,87,64
2022-12-07_00h59m28s,0,0,29,30,64
2024-11-15_20h56m01s,0,0,173,246,64
2022-10-27_22h13m37s,0,0,151,202,64
2024-04-25_00h48m53s,0,0,113,184,64
2023-07-12_00h11m17s,0,0,130,298,64
2024-06-12_23h26m40s,0,0,398,182,64
2024-07-09_02h41m31s,0,0,123,156,64
2023-02-21_19h54m06s,0,0,110,129,64
2023-05-15_21h06m50s,0,0,89,155,64
2023-02-21_20h20m40s,0,0,144,234,64
2023-06-30_11h26m40s,0,0,232,159,64
2024-04-24_11h20m54s,0,0,36,342,15
2024-02-19_07h39m02s,0,0,36,342,18
2023-10-24_00h06m33s,0,0,188,196,64
2024-02-05_18h46m05s,0,0,182,324,64
2021-12-16_16h03m58s,0,0,65,50,64
2024-03-07_16h10m32s,0,0,17,76,64
2021-11-22_18h04m41s,0,0,50,30,30
2024-04-25_01h19m34s,0,0,123,121,64
2023-06-15_18h37m50s,0,0,57,36,64
2024-11-15_20h53m16s,0,0,153,142,64
2024-03-27_21h04m48s,0,0,123,150,64
2022-11-18_19h20m40s,0,0,105,181,64
2023-07-12_15h45m25s,0,0,321,76,64
2024-01-25_07h21m00s,0,0,63,149,64
2023-02-08_11h57m02s,0,0,151,242,64
2023-06-15_18h06m40s,0,0,115,183,64
2024-11-15_20h55m36s,0,0,173,156,64
2022-11-30_17h25m27s,0,0,46,73,60
2022-07-11_16h50m37s,0,0,199,398,64
2022-05-23_15h09m11s,0,0,10,10,64
2021-10-12_19h00m16s,0,0,134,169,64
2023-12-08_11h37m32s,0,0,85,45,18
2024-03-27_21h10m09s,0,0,269,89,64
2023-02-08_23h53m56s,0,0,99,106,64
2022-10-25_23h22m47s,0,0,119,149,57
2023-10-09_14h51m15s,0,0,151,281,64
2023-03-09_09h09m41s,0,0,151,281,64
2023-08-21_21h36m51s,0,0,56,42,64
2022-02-07_18h06m27s,0,0,66,60,64
2022-12-07_01h57m04s,0,0,145,117,64
2024-11-15_20h54m10s,0,0,85,182,64
2023-08-29_09h14m20s,0,0,1,338,64
2024-03-27_21h10m30s,0,0,330,104,64
2021-11-04_12h41m40s,0,0,60,145,64
2023-10-24_00h10m34s,0,0,112,61,64
2023-07-17_11h52m17s,0,0,80,80,64
2023-02-21_14h50m02s,0,0,339,230,64
2022-12-07_01h56m07s,0,0,141,58,64
2022-10-31_20h25m55s,0,0,283,275,24
2023-08-21_21h13m03s,0,0,57,67,64
2023-06-12_16h48m46s,0,0,146,108,64
2023-07-14_23h53m32s,0,0,61,44,64
2023-10-24_04h36m26s,0,0,96,313,42
2023-06-15_19h36m19s,0,0,61,80,64
2022-02-07_18h14m30s,0,0,68,77,64
2024-04-25_01h38m16s,0,0,149,96,64
2023-02-21_20h15m38s,0,0,84,148,64
2024-11-15_20h54m50s,0,0,217,174,64
2024-04-07_01h23m16s,0,0,45,61,18
2021-11-30_18h24m29s,0,0,48,134,64
2022-11-07_17h16m05s,0,0,150,209,64
2023-05-25_10h07m40s,0,0,223,130,15
2024-03-27_21h06m29s,0,0,146,75,64
2023-07-17_11h37m09s,0,0,80,80,64
2024-04-25_01h34m32s,0,0,105,108,64
2023-06-12_16h52m51s,0,0,96,146,64
2023-06-09_17h10m13s,0,0,23,74,64
2023-12-14_03h06m22s,0,0,373,76,64
2024-01-25_07h20m16s,0,0,135,101,64
2023-06-12_17h03m17s,0,0,146,172,64
2024-04-25_00h53m16s,0,0,85,128,64
2021-12-15_23h32m16s,0,0,199,127,48
2023-10-24_00h10m51s,0,0,165,88,64
2022-05-23_14h27m35s,0,0,20,20,64
2023-04-13_09h04m33s,0,0,94,381,64
2022-06-20_21h10m49s,0,0,20,20,64
2023-08-01_01h36m04s,0,0,52,36,64
2023-10-03_11h09m24s,0,0,200,140,64
2022-12-15_15h55m43s,0,0,88,67,64
2021-12-16_15h57m43s,0,0,60,48,64
2021-11-18_20h09m21s,0,0,33,39,64
2023-12-06_14h57m40s,0,0,120,369,9
2024-11-15_21h01m47s,0,0,106,72,64
2024-04-29_22h39m17s,0,0,82,173,64
2022-02-07_18h05m58s,0,0,309,74,64
2024-03-27_21h09m34s,0,0,87,100,64
2022-12-07_01h59m02s,0,0,79,123,64
2023-11-07_22h10m04s,0,0,21,98,64
2022-11-08_22h50m58s,0,0,130,202,64
2023-08-21_21h01m17s,0,0,106,72,64
2022-11-08_22h41m33s,0,0,190,242,64
2023-04-14_14h06m36s,0,0,93,359,64
2023-06-23_16h24m34s,0,0,433,229,64
2024-01-25_07h20m37s,0,0,123,89,64
2022-05-23_14h40m53s,0,0,20,20,64
2024-04-02_18h43m59s,0,0,155,194,64
2023-10-24_00h11m18s,0,0,63,45,64
2024-04-29_22h32m58s,0,0,286,146,64
2024-03-26_16h33m51s,0,0,70,92,9
2024-12-07_00h33m42s,0,0,127,144,64
2024-01-25_07h19m55s,0,0,105,82,64
2024-03-27_21h05m57s,0,0,124,79,64
2022-01-06_23h31m13s,0,0,40,63,64
2023-12-12_09h44m46s,0,0,113,101,64
2024-04-25_01h09m56s,0,0,102,102,64
2023-04-24_22h39m50s,0,0,100,158,64
2024-04-25_01h10m33s,0,0,133,119,64
2022-10-12_18h12m04s,0,0,38,172,64
2023-09-20_20h54m41s,0,0,132,140,64
2023-02-10_01h04m40s,0,0,43,48,64
2022-10-18_14h44m19s,0,0,328,459,28
2024-04-25_00h49m24s,0,0,105,152,64
2024-04-25_01h39m15s,0,0,151,86,64
2023-08-31_21h50m47s,0,0,106,112,64
2022-10-12_22h53m20s,0,0,121,175,64
2024-05-31_22h12m50s,0,0,67,110,64
2023-08-22_00h43m23s,0,0,63,42,64
2023-04-18_14h39m01s,0,0,76,117,64
2024-08-27_13h56m24s,0,0,90,73,64
2023-08-23_08h57m23s,0,0,50,130,45
2024-04-02_18h49m17s,0,0,202,117,64
2023-06-12_16h51m55s,0,0,102,151,64
2022-04-22_14h00m05s,0,0,83,63,64
2022-04-22_13h58m27s,0,0,113,56,64
2022-10-26_22h47m54s,0,0,176,93,64
2022-03-22_16h26m12s,0,0,107,109,64
2024-10-31_15h04m51s,0,0,10,13,64
2022-05-30_19h17m45s,0,0,200,200,64
2024-03-27_21h08m01s,0,0,118,67,64
2023-08-21_21h07m24s,0,0,34,57,64
2023-06-09_23h42m56s,0,0,119,92,64
2023-12-12_09h44m57s,0,0,73,94,64
2024-06-06_19h08m24s,0,0,181,198,64
2024-04-25_00h46m13s,0,0,108,176,64
2023-05-15_20h29m41s,0,0,107,271,64
2023-05-12_11h52m17s,0,0,107,271,64
2024-11-15_21h01m31s,0,0,107,53,64
2023-10-18_03h50m36s,0,0,114,110,64
2021-12-09_23h53m39s,0,0,101,63,64
2022-09-14_16h14m19s,0,0,133,144,21
2024-09-18_23h55m26s,0,0,299,179,9
2024-04-10_02h36m38s,0,0,290,233,64
2024-06-06_19h01m37s,0,0,222,103,64
2023-08-22_00h44m08s,0,0,42,49,64
2024-11-16_00h58m25s,0,0,127,96,64
2022-03-01_14h14m00s,0,0,81,83,64
2023-08-03_18h18m38s,0,0,62,82,64
2024-04-25_01h10m15s,0,0,120,146,64
2024-04-29_22h41m14s,0,0,163,75,64
2022-10-12_21h41m54s,0,0,121,206,64
2023-05-23_20h45m27s,0,0,186,84,64
2023-08-21_21h10m38s,0,0,79,52,64
2023-05-10_20h44m19s,0,0,156,511,64
2024-04-25_01h19m02s,0,0,59,156,64
2024-03-27_21h12m40s,0,0,129,39,64
2023-04-24_22h31m55s,0,0,113,136,30
2022-10-31_20h44m32s,0,0,175,554,64
2023-12-12_09h44m03s,0,0,168,111,64
2023-02-21_10h22m22s,0,0,349,165,64
2023-08-22_00h43m44s,0,0,48,31,64
2022-03-30_19h29m56s,0,0,241,343,64
2023-06-26_22h44m44s,0,0,62,96,64
2023-09-26_18h24m34s,0,0,200,130,64
2024-05-20_20h33m35s,0,0,67,124,64
2022-01-06_23h35m16s,0,0,125,92,57
2022-11-08_22h54m27s,0,0,133,164,64
2020-09-03_09h05m00s,0,0,118,280,33
2020-09-03_09h45m19s,0,0,118,280,33
2022-05-23_14h47m32s,0,0,20,20,64
2022-12-12_09h28m41s,0,0,222,218,64
2023-07-17_12h44m04s,0,0,80,80,64
2023-03-17_09h20m45s,0,0,172,219,64
2023-10-09_14h48m26s,0,0,160,205,64
2023-02-20_14h20m20s,0,0,160,205,64
2023-10-23_23h56m07s,0,0,174,63,64
2022-01-31_09h18m06s,0,0,350,310,15
2024-02-21_07h52m31s,0,0,96,228,64
2024-04-25_00h45m33s,0,0,90,165,64
2024-04-25_01h09m25s,0,0,107,107,64
2023-03-30_03h06m35s,0,0,20,20,64
2024-01-05_03h30m38s,0,0,174,169,64
2023-12-01_17h30m01s,0,0,169,82,64
2023-12-12_10h06m13s,0,0,167,75,64
2023-02-21_15h07m37s,0,0,141,176,54
2023-08-22_00h46m59s,0,0,79,64,64
2023-12-14_03h05m48s,0,0,298,87,64
2022-11-21_21h19m37s,0,0,161,334,64
2024-03-07_16h16m32s,0,0,44,31,64
2024-04-25_01h15m52s,0,0,79,180,64
2023-05-02_13h15m54s,0,0,81,124,64
2023-10-18_03h48m23s,0,0,90,96,64
2024-08-13_23h32m01s,0,0,168,200,64
2023-05-02_13h16m44s,0,0,70,124,64
2022-11-08_22h57m04s,0,0,27,168,64
2023-06-12_16h41m35s,0,0,125,123,64
2022-10-12_22h54m20s,0,0,148,156,51
2022-12-07_01h02m53s,0,0,35,55,64
2024-04-29_22h34m10s,0,0,103,72,64
2022-07-13_21h29m52s,0,0,137,81,64
2021-12-16_20h39m54s,0,0,52,33,64
2022-12-07_00h52m55s,0,0,54,28,64
2022-11-18_19h51m02s,0,0,135,261,42
2023-07-18_11h56m13s,0,0,60,60,64
2023-06-08_04h01m22s,0,0,16,52,64
2023-10-24_00h01m43s,0,0,90,42,64
2023-08-31_21h51m28s,0,0,134,294,64
2022-11-18_18h18m43s,0,0,207,122,18
2023-07-17_12h39m29s,0,0,80,80,64
2023-08-11_01h46m25s,0,0,169,101,64
2023-08-11_01h56m50s,0,0,169,101,64
2023-08-31_21h47m42s,0,0,64,144,64
2021-12-06_16h54m27s,0,0,155,117,64
2024-04-29_22h40m50s,0,0,179,88,64
2023-03-30_03h06m22s,0,0,20,20,64
2023-07-17_11h55m19s,0,0,80,80,64
2024-01-25_07h22m17s,0,0,161,75,64
2023-12-12_10h07m02s,0,0,175,82,64
2023-08-11_19h24m36s,0,0,169,101,51
2024-04-25_00h53m43s,0,0,124,63,64
2024-04-25_01h15m29s,0,0,81,174,64
2023-12-12_10h06m03s,0,0,162,80,64
2022-01-13_22h49m28s,0,0,192,221,64
2024-04-25_00h46m31s,0,0,151,93,64
2023-02-10_01h19m34s,0,0,59,175,64
2023-08-31_21h50m18s,0,0,47,135,64
2024-04-25_00h52m15s,0,0,96,95,64
2023-12-12_09h44m19s,0,0,175,85,64
2023-10-09_14h34m11s,0,0,185,452,9
2023-12-12_10h05m43s,0,0,93,163,64
2023-12-12_10h06m32s,0,0,166,83,64
2023-07-12_15h46m55s,0,0,125,100,64
2023-05-08_09h47m18s,0,0,169,199,33
2023-12-08_14h04m13s,0,0,45,45,64
2024-04-25_01h13m53s,0,0,240,84,64
2022-10-18_13h46m45s,0,0,261,477,20
2021-11-11_17h53m06s,0,0,160,180,64
2023-08-21_21h41m19s,0,0,34,61,64
2023-07-17_17h36m49s,0,0,60,60,64
2023-10-23_23h59m04s,0,0,211,110,64
2024-04-25_01h34m16s,0,0,141,114,64
2023-04-06_10h05m21s,0,0,255,323,64
2023-07-20_22h39m40s,0,0,44,109,64
2023-08-21_20h59m31s,0,0,60,55,64
2022-01-31_18h58m59s,0,0,20,20,64
2021-11-18_20h10m13s,0,0,38,41,64
2022-06-09_18h59m11s,0,0,92,68,64
2022-03-22_17h23m47s,0,0,103,84,64
2022-06-11_22h33m32s,0,0,148,103,64
2024-11-16_01h07m28s,0,0,83,170,64
2023-12-12_09h43m45s,0,0,157,88,64
2024-06-06_19h26m13s,0,0,137,252,64
2023-07-17_11h37m14s,0,0,80,80,64
2022-01-06_23h32m29s,0,0,77,113,64
2022-07-07_09h50m07s,0,0,40,64,64
2022-05-23_14h48m18s,0,0,20,20,64
2023-03-10_13h38m15s,0,0,52,171,64
2024-04-25_01h39m44s,0,0,105,121,64
2023-08-21_21h38m09s,0,0,53,67,64
2021-11-22_18h47m36s,0,0,50,30,64
2023-08-21_21h12m02s,0,0,68,57,64
2023-02-10_01h20m48s,0,0,85,79,64
2023-08-03_02h09m53s,0,0,49,49,64
2024-04-25_00h43m17s,0,0,151,122,64
2022-04-22_13h53m22s,0,0,94,55,64
2023-12-14_03h04m20s,0,0,283,58,64
2024-01-31_08h29m02s,0,0,86,87,64
2024-08-10_00h31m07s,0,0,191,80,64
2023-12-08_11h35m33s,0,0,85,41,64
2023-07-17_11h38m33s,0,0,80,80,64
2023-04-26_11h34m56s,0,0,140,281,64
2024-08-10_00h31m11s,0,0,194,91,64
2022-12-07_01h54m19s,0,0,83,69,64
2022-08-24_00h20m06s,0,0,102,75,64
2022-06-25_19h59m52s,0,0,16,285,64
2022-06-11_22h34m57s,0,0,166,90,64
2023-07-12_15h43m31s,0,0,325,90,64
2022-07-07_09h49m42s,0,0,40,64,64
2022-11-18_19h57m36s,0,0,112,217,64
2022-01-17_22h44m46s,0,0,138,114,64
2024-03-07_16h10m41s,0,0,85,19,64
2022-11-18_19h43m55s,0,0,157,99,64
2022-10-26_22h52m51s,0,0,102,186,64
2024-06-06_18h57m58s,0,0,207,139,64
2022-10-12_22h55m09s,0,0,135,193,64
2023-07-17_11h37m44s,0,0,80,80,64
2023-06-15_19h36m41s,0,0,92,64,64
2024-01-25_07h22m42s,0,0,170,77,64
2022-11-18_20h04m21s,0,0,140,231,64
2023-07-17_12h45m38s,0,0,80,80,64
2023-12-04_13h59m11s,0,0,654,1495,12
2024-01-25_07h24m55s,0,0,159,84,64
2021-05-05_22h21m56s,0,0,195,99,64
2022-07-07_11h49m23s,0,0,40,64,64
2022-11-08_22h38m21s,0,0,126,204,64
2022-12-07_01h53m57s,0,0,44,72,64
2022-11-21_21h55m59s,0,0,171,365,64
2022-01-06_23h34m13s,0,0,129,79,63
2023-07-05_22h19m32s,0,0,246,296,64
2023-07-21_16h56m10s,0,0,101,357,64
2024-03-26_16h32m55s,0,0,78,92,15
2024-04-25_00h46m01s,0,0,169,93,64
2024-04-25_00h51m26s,0,0,97,53,64
2023-08-21_21h11m42s,0,0,78,45,64
2024-04-25_01h10m59s,0,0,217,161,64
2023-08-03_02h04m35s,0,0,129,92,64
2022-02-24_20h58m45s,0,0,135,160,45
2023-08-22_00h47m18s,0,0,73,54,64
2024-03-27_21h12m19s,0,0,129,79,64
2023-06-15_19h37m06s,0,0,68,73,64
2022-03-13_16h32m25s,0,0,84,111,57
2023-08-22_00h44m53s,0,0,81,48,64
2022-10-26_22h48m50s,0,0,182,126,64
2024-04-02_18h44m50s,0,0,196,139,64
2023-12-14_03h04m40s,0,0,277,77,64
2022-01-06_23h30m19s,0,0,42,54,64
2021-11-11_11h49m37s,0,0,107,275,64
2023-04-06_09h32m12s,0,0,255,323,64
2024-04-02_18h45m20s,0,0,160,198,64
2023-04-19_09h49m38s,0,0,89,293,64
2024-04-25_01h11m25s,0,0,208,125,64
2024-08-26_10h15m22s,0,0,166,137,64
2024-02-21_07h48m49s,0,0,154,151,64
2024-02-16_08h44m28s,0,0,86,220,51
2023-08-21_21h10m27s,0,0,61,66,64
2024-03-07_16h36m45s,0,0,20,73,64
2021-11-18_20h09m55s,0,0,27,32,64
2023-10-09_14h52m21s,0,0,138,179,64
2023-03-15_09h30m03s,0,0,138,179,64
2024-04-02_18h48m50s,0,0,128,191,64
2023-06-12_16h56m14s,0,0,104,182,64
2023-04-19_09h28m19s,0,0,244,196,12
2024-04-25_00h36m33s,0,0,131,139,64
2024-11-16_01h09m13s,0,0,36,26,64
2022-12-07_02h13m50s,0,0,74,84,64
2023-10-24_00h01m23s,0,0,134,84,64
2023-12-12_09h43m19s,0,0,115,94,64
2022-01-06_23h29m37s,0,0,35,49,64
2023-06-08_17h11m16s,0,0,16,55,64
2023-09-21_18h37m54s,0,0,230,197,64
2022-07-11_16h49m49s,0,0,111,298,64
2022-05-16_10h25m14s,0,0,199,298,12
2023-10-09_14h38m30s,0,0,132,289,15
2024-04-25_01h40m07s,0,0,165,84,64
2021-11-04_12h13m03s,0,0,72,139,64
2024-06-06_18h32m13s,0,0,130,211,64
2023-05-03_11h49m47s,0,0,55,122,64
2023-06-12_16h44m50s,0,0,131,111,64
2023-08-21_21h30m47s,0,0,86,67,64
2024-01-25_07h16m49s,0,0,160,133,64
2022-06-09_18h55m40s,0,0,105,63,64
2022-12-07_02h08m52s,0,0,71,82,64
2023-06-26_22h46m34s,0,0,90,76,64
2024-04-25_00h45m18s,0,0,176,85,64
2024-03-01_01h50m28s,0,0,147,157,64
2022-11-18_17h42m17s,0,0,131,125,9
2024-01-25_07h21m27s,0,0,147,74,64
2021-09-11_19h49m51s,0,0,240,130,64
2023-02-10_01h20m26s,0,0,88,164,64
2024-01-25_07h17m16s,0,0,167,102,64
2023-08-21_21h11m04s,0,0,73,37,64
2022-01-06_23h33m23s,0,0,129,82,64
2023-08-31_21h50m27s,0,0,59,57,64
2023-06-27_00h29m03s,0,0,224,126,64
2024-11-16_01h07m44s,0,0,146,60,64
2023-07-12_15h48m48s,0,0,118,140,64
2023-08-01_01h42m44s,0,0,105,89,64
2022-10-26_22h25m50s,0,0,107,103,64
2024-04-25_01h03m19s,0,0,126,150,64
2024-04-29_22h48m23s,0,0,89,153,64
2024-04-29_22h27m33s,0,0,118,84,64
2024-10-08_23h55m58s,0,0,248,111,64
2024-08-10_00h31m15s,0,0,201,73,64
2023-10-04_15h59m19s,0,0,30,36,64
2022-05-23_14h46m46s,0,0,20,20,64
2024-02-11_05h46m51s,0,0,130,158,64
2024-06-12_22h43m11s,0,0,81,69,64
2023-01-25_02h40m52s,0,0,149,176,64
2024-04-25_01h11m55s,0,0,128,239,64
2022-06-11_22h46m38s,0,0,75,243,64
2022-10-31_21h51m33s,0,0,163,238,24
2021-11-24_11h05m17s,0,0,20,20,63
2023-01-19_18h41m55s,0,0,103,98,64
2024-04-25_01h14m47s,0,0,140,49,64
2023-07-17_11h56m28s,0,0,80,80,64
2023-02-21_14h48m04s,0,0,157,175,64
2024-02-11_05h46m32s,0,0,176,162,64
2022-12-07_02h13m20s,0,0,88,88,64
2023-01-19_18h36m46s,0,0,45,115,64
2022-06-11_22h38m49s,0,0,98,90,64
2023-01-17_22h26m24s,0,0,321,254,64
2024-04-25_01h04m51s,0,0,103,128,64
2022-07-16_07h47m31s,0,0,265,139,45
2023-12-12_10h16m27s,0,0,117,127,64
2023-01-19_18h43m55s,0,0,94,116,64
2024-01-25_07h16m26s,0,0,141,66,64
2024-11-16_01h09m41s,0,0,71,86,64
2024-11-16_01h08m29s,0,0,235,42,64
2024-04-25_00h51m41s,0,0,81,77,64
2022-06-20_21h13m02s,0,0,20,20,64
2023-08-03_02h08m40s,0,0,105,41,64
2023-07-17_12h38m45s,0,0,80,80,64
2022-11-30_17h27m25s,0,0,22,39,64
2022-02-24_20h57m29s,0,0,149,140,51
2023-02-10_01h19m46s,0,0,128,67,64
2023-06-06_03h30m59s,0,0,18,109,64
2023-10-24_06h20m24s,0,0,61,202,48
2023-02-28_09h38m11s,0,0,79,261,64
2023-08-22_00h47m53s,0,0,69,44,64
2024-12-07_01h07m59s,0,0,85,90,64
2022-03-02_09h12m28s,0,0,82,108,64
2022-07-11_16h07m45s,0,0,318,643,64
2024-11-16_01h10m05s,0,0,42,42,64
2024-06-12_22h47m29s,0,0,56,97,64
2023-10-27_15h36m52s,0,0,209,254,9
2023-08-03_02h08m23s,0,0,91,51,64
2023-07-17_12h42m47s,0,0,80,80,64
2023-01-19_18h42m51s,0,0,67,114,64
2023-03-22_09h05m41s,0,0,89,324,64
2023-07-18_11h54m33s,0,0,60,60,64
2023-07-18_11h53m52s,0,0,60,60,64
2023-06-07_05h04m14s,0,0,166,166,64
2023-06-27_00h29m31s,0,0,197,147,64
2021-12-16_16h05m40s,0,0,45,70,64
2023-10-24_00h00m39s,0,0,47,75,64
2024-04-29_22h43m26s,0,0,85,188,64
2022-07-23_22h56m03s,0,0,175,211,64
2024-10-11_16h27m46s,0,0,57,462,64
2024-10-10_09h05m36s,0,0,109,404,64
2023-12-12_09h47m58s,0,0,163,102,64
2024-01-31_08h30m01s,0,0,161,174,64
2022-10-31_20h18m40s,0,0,198,186,64
2024-04-29_22h23m10s,0,0,191,163,64
2024-03-07_16h16m15s,0,0,48,30,64
2022-06-09_19h02m47s,0,0,86,120,64
2023-05-12_15h13m22s,0,0,177,319,64
2023-10-04_15h58m41s,0,0,33,48,64
2022-07-16_08h05m26s,0,0,183,216,64
2022-03-10_02h44m37s,0,0,39,24,64
2023-10-04_16h03m43s,0,0,18,47,64
2023-06-07_20h51m49s,0,0,250,250,64
2022-11-18_17h44m47s,0,0,174,89,9
2022-06-11_22h26m09s,0,0,92,46,64
2024-04-29_22h51m32s,0,0,72,216,64
2023-10-18_03h49m18s,0,0,111,97,64
2023-06-09_23h44m48s,0,0,38,144,64
2024-04-25_01h03m03s,0,0,160,103,64
2023-07-17_11h38m08s,0,0,80,80,64
2021-12-16_19h42m21s,0,0,52,58,64
2022-12-01_19h17m24s,0,0,82,129,64
2024-11-16_01h08m45s,0,0,195,52,64
2024-04-25_01h05m55s,0,0,153,90,64
2024-10-08_23h45m06s,0,0,50,247,64
2023-10-23_23h55m47s,0,0,121,79,64
2023-08-03_02h08m53s,0,0,97,39,64
2021-12-14_21h48m57s,0,0,82,75,33
2024-06-06_19h03m38s,0,0,116,224,64
2024-11-16_01h09m01s,0,0,61,70,64
2024-04-25_00h56m23s,0,0,127,76,64
2024-04-29_22h23m34s,0,0,186,156,64
2023-07-17_11h38m12s,0,0,80,80,64
2024-11-16_01h07m15s,0,0,184,69,64
2023-12-12_10h05m27s,0,0,176,70,64
2024-11-16_01h00m06s,0,0,198,62,64
2022-10-25_23h21m33s,0,0,161,146,51
2023-02-10_01h21m09s,0,0,139,90,64
2024-04-29_22h26m36s,0,0,288,107,64
2024-11-16_01h04m21s,0,0,134,171,64
2024-05-31_22h16m12s,0,0,64,130,64
2024-05-02_20h09m19s,0,0,257,220,21
2023-12-12_23h13m40s,0,0,95,142,64
2023-06-15_18h37m21s,0,0,56,59,64
2022-12-01_19h18m05s,0,0,104,96,64
2023-06-15_18h29m50s,0,0,169,175,64
2024-02-11_05h45m41s,0,0,119,127,64
2023-12-12_10h04m22s,0,0,157,60,64
2023-10-23_23h57m13s,0,0,200,211,64
2023-07-27_08h46m50s,0,0,135,381,64
2023-12-12_22h44m56s,0,0,167,219,64
2023-07-17_12h41m33s,0,0,80,80,64
2023-08-03_02h05m19s,0,0,140,44,64
2023-12-12_10h05m03s,0,0,209,74,64
2023-08-22_00h46m38s,0,0,67,41,64
2023-06-27_00h28m49s,0,0,200,127,64
2023-04-18_16h09m14s,0,0,78,99,64
2024-11-16_01h07m59s,0,0,167,63,64
2023-07-07_08h48m35s,0,0,170,380,64
2024-06-12_22h56m10s,0,0,258,109,64
2022-10-25_23h18m21s,0,0,124,132,64
2022-12-07_02h09m41s,0,0,56,85,64
2022-11-30_17h28m47s,0,0,38,44,64
2023-08-21_21h10m50s,0,0,47,42,64
2022-05-23_14h47m09s,0,0,20,20,64
2022-11-18_18h17m02s,0,0,137,95,12
2024-01-25_07h17m49s,0,0,182,71,64
2023-12-12_10h24m17s,0,0,224,72,64
2023-03-08_09h10m34s,0,0,152,188,64
2023-10-09_14h16m33s,0,0,166,297,9
2023-03-20_17h26m57s,0,0,96,137,45
2022-03-30_18h38m10s,0,0,245,352,54
2023-06-05_19h56m39s,0,0,127,165,64
2024-08-10_00h18m04s,0,0,162,109,64
2024-04-29_22h46m33s,0,0,145,93,64
2022-07-16_07h55m41s,0,0,148,213,64
2022-11-21_22h09m16s,0,0,161,367,64
2022-03-30_19h40m05s,0,0,193,330,64
2023-06-27_00h17m51s,0,0,73,85,64
2024-01-25_07h23m51s,0,0,167,61,64
2024-06-06_18h45m39s,0,0,139,216,64
2023-06-12_17h05m14s,0,0,34,129,64
2022-06-09_19h04m03s,0,0,74,100,64
2022-07-16_07h51m15s,0,0,169,194,64
2022-11-21_23h39m11s,0,0,28,150,64
2023-06-15_19h49m00s,0,0,53,47,64
2024-04-25_01h02m39s,0,0,136,70,64
2023-10-04_16h03m25s,0,0,32,48,64
2021-12-07_22h31m39s,0,0,78,46,36
2024-03-07_16h16m43s,0,0,43,31,64
2022-07-23_22h52m33s,0,0,178,179,64
2024-04-25_01h35m41s,0,0,221,75,64
2024-07-12_21h29m37s,0,0,251,256,64
2022-06-25_19h49m13s,0,0,76,124,64
2023-12-13_20h35m06s,0,0,153,72,64
2023-12-14_20h12m42s,0,0,142,82,64
2023-06-15_19h14m01s,0,0,110,74,64
2024-01-25_07h23m29s,0,0,83,57,64
2024-01-25_07h22m02s,0,0,140,68,64
2023-12-12_10h07m32s,0,0,111,142,64
2022-10-31_21h52m30s,0,0,160,90,48
2023-12-12_23h14m18s,0,0,56,103,64
